@relation Banco_dados

@attribute TF numeric
@attribute IDF numeric
@attribute TF-IDF numeric
@attribute CLASSE {ECONOMIA,ESPORTE}

@data
0.9999999999999991,426.0886105832253,3.286304007905536,ECONOMIA
1.0000000000000013,335.76624313176626,2.7266297396241472,ECONOMIA
0.9999999999999987,515.4230748851481,2.6459485024580194,ESPORTE
1.0000000000000007,187.68237283934425,2.599137078445231,ESPORTE
0.9999999999999978,795.430327148929,2.9559128042170117,ESPORTE
1.0000000000000002,608.4983835601544,2.755984568453268,ESPORTE
1.0000000000000007,187.68237283934425,2.599137078445231,ESPORTE
0.9999999999999979,299.0338793514054,3.1614766913210492,ECONOMIA
1.0000000000000029,324.59203084047147,2.423120471081811,ESPORTE
1.0000000000000018,402.4150433547973,2.7930644005209064,ESPORTE
0.9999999999999987,515.4230748851481,2.6459485024580194,ESPORTE
1.000000000000001,330.78653288851234,2.8442396253595845,ECONOMIA
1.000000000000001,440.1272306820696,2.8052565635775024,ECONOMIA
0.9999999999999987,515.4230748851481,2.6459485024580194,ESPORTE
1.0000000000000007,187.68237283934425,2.599137078445231,ESPORTE
0.9999999999999999,88.75166733667136,2.384553826916411,ECONOMIA
0.9999999999999987,369.3050540850134,2.372537834098004,ECONOMIA
1.0000000000000007,502.42342467827103,3.040978028243839,ECONOMIA
0.9999999999999989,440.43066086591205,3.0053727059903004,ESPORTE
0.9999999999999988,212.69254014530236,3.198645565179498,ESPORTE
1.0000000000000007,352.4239673085713,3.2352568067828997,ESPORTE
1.000000000000001,403.4985562299233,3.4346728600372627,ECONOMIA
0.9999999999999982,548.6109580738314,3.5220098577471775,ECONOMIA
1.0000000000000038,1186.6378310700327,3.554740035581543,ESPORTE
1.0000000000000049,897.6457457329127,2.9159032104228517,ESPORTE
0.9999999999999988,292.20655391968427,3.2063062508932814,ESPORTE
1.0000000000000056,906.0360717987543,3.4401319539476813,ESPORTE
1.0000000000000018,306.72459656229717,3.1519022878115615,ESPORTE
0.9999999999999953,873.4997440777518,3.357693398199217,ESPORTE
0.9999999999999971,487.557120561869,2.9967176743347474,ECONOMIA
1.0000000000000004,352.1392207854497,3.450095335659098,ECONOMIA
0.9999999999999988,335.80435911112716,2.6882973281493205,ESPORTE
1.0000000000000022,702.7754665903055,3.310065891578156,ESPORTE
0.9999999999999969,547.8657151936924,2.9157746394289656,ESPORTE
0.9999999999999989,304.56619734441625,2.688192570596862,ESPORTE
1.0000000000000027,673.5759074697203,3.6766580793562786,ESPORTE
1.000000000000001,295.6857510043398,2.686299280303798,ESPORTE
1.0000000000000018,468.6090185187504,3.282007693173529,ESPORTE
0.999999999999998,848.2219387277867,3.8637055648839027,ESPORTE
1.0000000000000007,325.3122992396723,3.2035739277406985,ESPORTE
1.0000000000000018,757.4523412741916,3.109638720569947,ESPORTE
0.9999999999999994,157.77746909591158,2.6627382113409728,ECONOMIA
0.9999999999999982,465.45725461010505,3.2552408966352595,ESPORTE
1.000000000000006,1308.4540011645527,3.319476846183377,ESPORTE
0.9999999999999979,407.41657662155365,3.626950997747173,ESPORTE
0.9999999999999971,560.993489805375,2.925652782223522,ESPORTE
0.9999999999999997,1002.1624887653861,3.665654912061366,ESPORTE
0.9999999999999952,855.0958015957696,3.326847052481958,ESPORTE
1.0000000000000047,657.9396626507364,2.507383527599327,ESPORTE
0.9999999999999968,548.4245489900721,2.589090628925186,ESPORTE
1.0000000000000009,725.5332920555622,3.2825579131483225,ESPORTE
1.0000000000000053,2237.8777753572504,3.3564217519703345,ECONOMIA
0.9999999999999993,889.6292839211163,3.3325854956136585,ECONOMIA
0.9999999999999956,1043.3692468882236,3.4166346410574717,ESPORTE
0.999999999999997,968.510391293056,3.5249956173707733,ESPORTE
0.999999999999997,690.6938127920448,2.908012560341954,ESPORTE
1.0000000000000007,362.4424883464421,3.04904697154484,ESPORTE
1.0000000000000009,216.6762105817789,2.888881253234986,ESPORTE
1.0000000000000016,612.8843312451743,2.9849469267080755,ESPORTE
0.9999999999999977,509.90327794010466,2.8514114556024497,ESPORTE
0.9999999999999986,686.9444993537473,3.409755781327262,ESPORTE
1.0000000000000007,477.7225876048214,3.644394264053575,ESPORTE
0.9999999999999987,258.9724290493868,2.7711685520160754,ESPORTE
0.999999999999999,245.34650928658021,3.045718007941064,ESPORTE
1.000000000000002,703.1427525080626,3.0904206788625324,ESPORTE
0.9999999999999942,1202.6235621491462,3.378377659280641,ESPORTE
1.0000000000000013,399.7017985175418,2.9507080246346145,ESPORTE
0.9999999999999986,388.098436389393,2.9731784122692786,ESPORTE
0.9999999999999958,724.0638032852441,4.172781623089224,ESPORTE
0.9999999999999982,505.97927290804887,3.131272548248431,ESPORTE
0.999999999999998,321.7606795120652,2.771401887636026,ESPORTE
1.0000000000000007,249.82545984224146,2.381023113440191,ESPORTE
0.9999999999999992,246.6375272445059,2.6639942432936743,ESPORTE
0.9999999999999958,789.7142584933908,3.3868771196977927,ESPORTE
0.9999999999999942,811.5903822531742,3.038547191137255,ESPORTE
0.9999999999999961,855.7316780441253,3.010592115535957,ESPORTE
0.9999999999999936,1441.2966853753535,3.6669234942280022,ESPORTE
1.0000000000000018,839.3341987628561,3.0262553139971247,ESPORTE
0.9999999999999991,372.59008538387013,3.0685219518666353,ESPORTE
1.000000000000001,299.4528154183451,3.035361552300857,ESPORTE
1.000000000000001,320.80510787155146,3.8279601314499776,ESPORTE
0.9999999999999982,657.4313463053388,2.969037610009028,ESPORTE
1.000000000000002,585.7401921867543,2.84298753113321,ESPORTE
1.0000000000000075,1171.7724675891525,3.1928067553371307,ESPORTE
1.000000000000004,690.003896942625,3.188354349077907,ESPORTE
1.0000000000000022,1544.3149322970994,2.5981315800750306,ESPORTE
0.9999999999999993,360.8424494868678,3.996967995997401,ESPORTE
1.0000000000000016,570.5572418807627,3.8793140806150035,ESPORTE
0.9999999999999993,197.92728396803037,3.534540041235394,ESPORTE
1.0000000000000022,470.4632863069549,2.9927409086453602,ESPORTE
0.9999999999999991,268.29342987101217,3.2496100232018588,ECONOMIA
1.0000000000000049,934.4090622307522,3.197664354371875,ESPORTE
1.0000000000000009,732.6219099869717,3.0339164956614986,ESPORTE
0.9999999999999973,768.999528125646,2.930424638814812,ESPORTE
1.0000000000000062,1185.0675312874068,3.0654307926837605,ESPORTE
